点序号	接近中心度	介数中心度
   931	  0.230850	  0.007640
   932	  0.226642	  0.000648
   933	  0.117694	  0.000000
   934	  0.494371	  0.000000
   935	  0.034349	  0.000000
   936	  0.034349	  0.000000
   937	  0.034349	  0.000000
   938	  0.034349	  0.000000
   939	  0.000000	  0.000000
   940	  0.012562	  0.000000
   941	  0.012837	  0.000000
   942	  0.012837	  0.000000
   943	  0.012837	  0.000000
   944	  0.624902	  0.000000
   945	  0.624902	  0.000000
   946	  0.010017	  0.000000
   947	  0.017376	  0.000093
   948	  0.010957	  0.000000
   949	  0.004539	  0.000000
   950	  0.004539	  0.000000
   951	  0.013805	  0.000000
   952	  0.013805	  0.000000
   953	  0.013805	  0.000000
   954	  0.017155	  0.000000
   955	  0.322194	  0.000000
   956	  0.330656	  0.000123
   957	  0.012837	  0.000000
   958	  0.012837	  0.000000
   959	  0.012837	  0.000000
   960	  0.012837	  0.000000
   961	  0.012837	  0.000000
   962	  0.012837	  0.000000
   963	  0.650780	  0.002207
   964	  0.650780	  0.002207
   965	  0.039512	  0.000000
   966	  0.039512	  0.000000
   967	  0.039512	  0.000000
   968	  0.039512	  0.000000
   969	  0.039512	  0.000000
   970	  0.039512	  0.000000
   971	  0.000000	  0.000000
   972	  0.025280	  0.000000
   973	  0.046020	  0.001250
   974	  0.023932	  0.000000
   975	  0.023932	  0.000000
   976	  0.028528	  0.000648
   977	  0.773683	  0.046929
   978	  0.004539	  0.000000
   979	  0.004539	  0.000000
   980	  0.012837	  0.000000
   981	  0.012837	  0.000000
   982	  0.012837	  0.000000
   983	  0.299288	  0.000069
   984	  0.338741	  0.017202
   985	  0.414179	  0.031186
   986	  0.245552	  0.000046
   987	  0.004539	  0.000000
   988	  0.004539	  0.000000
   989	  0.025280	  0.000000
   990	  0.000000	  0.000000
   991	  0.008315	  0.000000
   992	  0.004539	  0.000000
   993	  0.004539	  0.000000
   994	  0.030533	  0.000000
   995	  0.030533	  0.000000
   996	  0.030533	  0.000000
   997	  0.030533	  0.000000
   998	  0.030533	  0.000000
   999	  0.094690	  0.000000
  1000	  0.184840	  0.009629
  1001	  0.000000	  0.000000
  1002	  0.035889	  0.000000
  1003	  0.035889	  0.000000
  1004	  0.043345	  0.000880
  1005	  0.463871	  0.000000
  1006	  0.004539	  0.000000
  1007	  0.004539	  0.000000
  1008	  0.659996	  0.000000
  1009	  0.006808	  0.000000
  1010	  0.009077	  0.000046
  1011	  0.004539	  0.000000
  1012	  0.004539	  0.000000
  1013	  0.004539	  0.000000
  1014	  0.004539	  0.000000
  1015	  0.000000	  0.000000
  1016	  0.159278	  0.000000
  1017	  0.051657	  0.000000
  1018	  0.055865	  0.000695
  1019	  0.000000	  0.000000
  1020	  0.000000	  0.000000
  1021	  0.571788	  0.000000
  1022	  0.574217	  0.017341
  1023	  0.571788	  0.000000
  1024	  0.569294	  0.000000
  1025	  0.569294	  0.000000
  1026	  0.561312	  0.017318
  1027	  0.282925	  0.000000
  1028	  0.225027	  0.000000
  1029	  0.225027	  0.000000
  1030	  0.492247	  0.000000
  1031	  0.004539	  0.000000
  1032	  0.004539	  0.000000
  1033	  0.004539	  0.000000
  1034	  0.004539	  0.000000
  1035	  0.017376	  0.000093
  1036	  0.010957	  0.000000
  1037	  0.016047	  0.000000
  1038	  0.016047	  0.000000
  1039	  0.497675	  0.017457
  1040	  0.353790	  0.000000
  1041	  0.589628	  0.000000
  1042	  0.012837	  0.000000
  1043	  0.012837	  0.000000
  1044	  0.012837	  0.000000
  1045	  0.006808	  0.000000
  1046	  0.043070	  0.000000
  1047	  0.048708	  0.000000
  1048	  0.048708	  0.000000
  1049	  0.048708	  0.000000
  1050	  0.048708	  0.000000
  1051	  0.000000	  0.000000
  1052	  0.004539	  0.000000
  1053	  0.004539	  0.000000
  1054	  0.026153	  0.000139
  1055	  0.015346	  0.000000
  1056	  0.025217	  0.000000
  1057	  0.025217	  0.000000
  1058	  0.025217	  0.000000
  1059	  0.000000	  0.000000
  1060	  0.080179	  0.000417
  1061	  0.079843	  0.000000
  1062	  0.079843	  0.000000
  1063	  0.079843	  0.000000
  1064	  0.079843	  0.000000
  1065	  0.079843	  0.000000
  1066	  0.079843	  0.000000
  1067	  0.079843	  0.000000
  1068	  0.079843	  0.000000
  1069	  0.079843	  0.000000
  1070	  0.202346	  0.001219
  1071	  0.195802	  0.000847
  1072	  0.202346	  0.001219
  1073	  0.202346	  0.001219
  1074	  0.006808	  0.000000
  1075	  0.000000	  0.000000
  1076	  0.000000	  0.000000
  1077	  0.000000	  0.000000
  1078	  0.004539	  0.000000
  1079	  0.004539	  0.000000
  1080	  0.000000	  0.000000
  1081	  0.192662	  0.000000
  1082	  0.519174	  0.000000
  1083	  0.519174	  0.000000
  1084	  0.016047	  0.000093
  1085	  0.000000	  0.000000
  1086	  0.543329	  0.004945
  1087	  0.456360	  0.000440
  1088	  0.552484	  0.007751
  1089	  0.543329	  0.004945
  1090	  0.000000	  0.000000
  1091	  0.414470	  0.041720
  1092	  0.331713	  0.000000
  1093	  0.021614	  0.000000
  1094	  0.021614	  0.000000
  1095	  0.021614	  0.000000
  1096	  0.021614	  0.000000
  1097	  0.012837	  0.000000
  1098	  0.012837	  0.000000
  1099	  0.012837	  0.000000
  1100	  0.000000	  0.000000
  1101	  0.012837	  0.000000
  1102	  0.012837	  0.000000
  1103	  0.012837	  0.000000
  1104	  0.000000	  0.000000
  1105	  0.162081	  0.000000
  1106	  0.162081	  0.000000
  1107	  0.170724	  0.017804
  1108	  0.162081	  0.000000
  1109	  0.162081	  0.000000
  1110	  0.162081	  0.000000
  1111	  0.162081	  0.000000
  1112	  0.162081	  0.000000
  1113	  0.162081	  0.000000
  1114	  0.004539	  0.000000
  1115	  0.004539	  0.000000
  1116	  0.048708	  0.000000
  1117	  0.048708	  0.000000
  1118	  0.048708	  0.000000
  1119	  0.048708	  0.000000
  1120	  0.052147	  0.000556
  1121	  0.656563	  0.000000
  1122	  0.656563	  0.000000
  1123	  0.781390	  0.000000
  1124	  0.052362	  0.000000
  1125	  0.052362	  0.000000
  1126	  0.000000	  0.000000
  1127	  0.004539	  0.000000
  1128	  0.004539	  0.000000
  1129	  0.016533	  0.000000
  1130	  0.733782	  0.000000
  1131	  0.004539	  0.000000
  1132	  0.004539	  0.000000
  1133	  0.004539	  0.000000
  1134	  0.004539	  0.000000
  1135	  0.328776	  0.000031
  1136	  0.385584	  0.017318
  1137	  0.385584	  0.017318
  1138	  0.363137	  0.000000
  1139	  0.004539	  0.000000
  1140	  0.004539	  0.000000
  1141	  0.010957	  0.000000
  1142	  0.017376	  0.000093
  1143	  0.000000	  0.000000
  1144	  0.000000	  0.000000
  1145	  0.580746	  0.003241
  1146	  0.030533	  0.000000
  1147	  0.030533	  0.000000
  1148	  0.030533	  0.000000
  1149	  0.030533	  0.000000
  1150	  0.030533	  0.000000
  1151	  0.000000	  0.000000
  1152	  0.066592	  0.000000
  1153	  0.066592	  0.000000
  1154	  0.066592	  0.000000
  1155	  0.066592	  0.000000
  1156	  0.066592	  0.000000
  1157	  0.066592	  0.000000
  1158	  0.066592	  0.000000
  1159	  0.066592	  0.000000
  1160	  0.066592	  0.000000
  1161	  0.000000	  0.000000
  1162	  0.291230	  0.052092
  1163	  0.210631	  0.000000
  1164	  0.004539	  0.000000
  1165	  0.004539	  0.000000
  1166	  0.021614	  0.000023
  1167	  0.021614	  0.000023
  1168	  0.004539	  0.000000
  1169	  0.004539	  0.000000
  1170	  0.006808	  0.000000
  1171	  0.000000	  0.000000
  1172	  0.463871	  0.000000
  1173	  0.000000	  0.000000
  1174	  0.000000	  0.000000
  1175	  0.166995	  0.000000
  1176	  0.166995	  0.000000
  1177	  0.646162	  0.000000
  1178	  0.605507	  0.000000
  1179	  0.000000	  0.000000
  1180	  0.375904	  0.017341
  1181	  0.375904	  0.017341
  1182	  0.282626	  0.000000
  1183	  0.000000	  0.000000
  1184	  0.012837	  0.000000
  1185	  0.012837	  0.000000
  1186	  0.012837	  0.000000
  1187	  0.000000	  0.000000
  1188	  0.000000	  0.000000
  1189	  0.547666	  0.000000
  1190	  0.936080	  0.134018
  1191	  0.936080	  0.134018
  1192	  0.000000	  0.000000
  1193	  0.004539	  0.000000
  1194	  0.004539	  0.000000
  1195	  0.737206	  0.000000
  1196	  0.737206	  0.000000
  1197	  0.737206	  0.000000
  1198	  0.012837	  0.000000
  1199	  0.012837	  0.000000
  1200	  0.012837	  0.000000
  1201	  0.182614	  0.003345
  1202	  0.178930	  0.000029
  1203	  0.178930	  0.000029
  1204	  0.178930	  0.000029
  1205	  0.178930	  0.000029
  1206	  0.173577	  0.000102
  1207	  0.173577	  0.000102
  1208	  0.173577	  0.000102
  1209	  0.021614	  0.000000
  1210	  0.021614	  0.000000
  1211	  0.021614	  0.000000
  1212	  0.021614	  0.000000
  1213	  0.000000	  0.000000
  1214	  0.444097	  0.000000
  1215	  0.444097	  0.000000
  1216	  0.444097	  0.000000
  1217	  0.444097	  0.000000
  1218	  0.004539	  0.000000
  1219	  0.004539	  0.000000
  1220	  0.000000	  0.000000
  1221	  0.580232	  0.000000
  1222	  0.012837	  0.000000
  1223	  0.012837	  0.000000
  1224	  0.012837	  0.000000
  1225	  0.013616	  0.000139
  1226	  0.009077	  0.000000
  1227	  0.009077	  0.000000
  1228	  0.831208	  0.000803
  1229	  0.831208	  0.000803
  1230	  0.026577	  0.000000
  1231	  0.004539	  0.000000
  1232	  0.004539	  0.000000
  1233	  0.043983	  0.000000
  1234	  0.043983	  0.000000
  1235	  0.059429	  0.000000
  1236	  0.059429	  0.000000
  1237	  0.004539	  0.000000
  1238	  0.004539	  0.000000
  1239	  0.254448	  0.000000
  1240	  0.004539	  0.000000
  1241	  0.004539	  0.000000
  1242	  0.004539	  0.000000
  1243	  0.004539	  0.000000
  1244	  0.073477	  0.000000
  1245	  0.073477	  0.000000
  1246	  0.073477	  0.000000
  1247	  0.073477	  0.000000
  1248	  0.004539	  0.000000
  1249	  0.004539	  0.000000
  1250	  0.059429	  0.000000
  1251	  0.059429	  0.000000
  1252	  0.010957	  0.000000
  1253	  0.012837	  0.000046
  1254	  0.010957	  0.000000
  1255	  0.649582	  0.000000
  1256	  0.150391	  0.000000
  1257	  0.150391	  0.000000
  1258	  0.004539	  0.000000
  1259	  0.004539	  0.000000
  1260	  0.012837	  0.000000
  1261	  0.012837	  0.000000
  1262	  0.012837	  0.000000
  1263	  0.598933	  0.000000
  1264	  0.021614	  0.000000
  1265	  0.021614	  0.000000
  1266	  0.021614	  0.000000
  1267	  0.021614	  0.000000
  1268	  0.019805	  0.000000
  1269	  0.000000	  0.000000
  1270	  0.033215	  0.000000
  1271	  0.016047	  0.000000
  1272	  0.016047	  0.000000
  1273	  0.040390	  0.000000
  1274	  0.040390	  0.000000
  1275	  0.045144	  0.000208
  1276	  0.045144	  0.000208
  1277	  0.000000	  0.000000
  1278	  0.242030	  0.012270
  1279	  0.144000	  0.000000
  1280	  0.144000	  0.000000
  1281	  0.144000	  0.000000
  1282	  0.496630	  0.000000
  1283	  0.496630	  0.000000
  1284	  0.000000	  0.000000
  1285	  0.000000	  0.000000
  1286	  0.061065	  0.000741
  1287	  0.056207	  0.000000
  1288	  0.056207	  0.000000
  1289	  0.056207	  0.000000
  1290	  0.056207	  0.000000
  1291	  0.000000	  0.000000
  1292	  0.021915	  0.000000
  1293	  0.021915	  0.000000
  1294	  0.025675	  0.000185
  1295	  0.745511	  0.000162
  1296	  0.000000	  0.000000
  1297	  0.000000	  0.000000
  1298	  0.004539	  0.000000
  1299	  0.004539	  0.000000
  1300	  0.000000	  0.000000
  1301	  0.000000	  0.000000
  1302	  0.000000	  0.000000
  1303	  0.043262	  0.000000
  1304	  0.043262	  0.000000
  1305	  0.030202	  0.000000
  1306	  0.054638	  0.000046
  1307	  0.054638	  0.000046
  1308	  0.054638	  0.000046
  1309	  0.054638	  0.000046
  1310	  0.004539	  0.000000
  1311	  0.004539	  0.000000
  1312	  0.581997	  0.000000
  1313	  0.581997	  0.000000
  1314	  0.581997	  0.000000
  1315	  0.686338	  0.069270
  1316	  0.581997	  0.000000
  1317	  0.000000	  0.000000
  1318	  0.010957	  0.000000
  1319	  0.000000	  0.000000
  1320	  0.004539	  0.000000
  1321	  0.004539	  0.000000
  1322	  0.110067	  0.000000
  1323	  0.012837	  0.000000
  1324	  0.012837	  0.000000
  1325	  0.012837	  0.000000
  1326	  0.004539	  0.000000
  1327	  0.004539	  0.000000
  1328	  0.004539	  0.000000
  1329	  0.004539	  0.000000
  1330	  0.000000	  0.000000
  1331	  0.012837	  0.000000
  1332	  0.012837	  0.000000
  1333	  0.012837	  0.000000
  1334	  0.000000	  0.000000
  1335	  0.025217	  0.000000
  1336	  0.026153	  0.000139
  1337	  0.025217	  0.000000
  1338	  0.025217	  0.000000
  1339	  0.004539	  0.000000
  1340	  0.000000	  0.000000
  1341	  0.365509	  0.000000
  1342	  0.761018	  0.520109
  1343	  0.543877	  0.000000
  1344	  0.543877	  0.000000
  1345	  0.009077	  0.000000
  1346	  0.010779	  0.000000
  1347	  0.532264	  0.000000
  1348	  0.532264	  0.000000
  1349	  0.177138	  0.000000
  1350	  0.177138	  0.000000
  1351	  0.177138	  0.000000
  1352	  0.177138	  0.000000
  1353	  0.000000	  0.000000
  1354	  0.004539	  0.000000
  1355	  0.004539	  0.000000
  1356	  0.241563	  0.023916
  1357	  0.176947	  0.010418
  1358	  0.176947	  0.010418
  1359	  0.123051	  0.000000
  1360	  0.004539	  0.000000
  1361	  0.383291	  0.000000
  1362	  0.478235	  0.052092
  1363	  0.298403	  0.000000
  1364	  0.056207	  0.000000
  1365	  0.056207	  0.000000
  1366	  0.056207	  0.000000
  1367	  0.056207	  0.000000
  1368	  0.244334	  0.003820
  1369	  0.244334	  0.003820
  1370	  0.004539	  0.000000
  1371	  0.004539	  0.000000
  1372	  0.004539	  0.000000
  1373	  0.004539	  0.000000
  1374	  0.012837	  0.000000
  1375	  0.012837	  0.000000
  1376	  0.012837	  0.000000
  1377	  0.021915	  0.000000
  1378	  0.021915	  0.000000
  1379	  0.000000	  0.000000
  1380	  0.000000	  0.000000
  1381	  0.168095	  0.003288
  1382	  0.000000	  0.000000
  1383	  0.000000	  0.000000
  1384	  0.322194	  0.000000
  1385	  0.322194	  0.000000
  1386	  0.004539	  0.000000
  1387	  0.004539	  0.000000
  1388	  0.000000	  0.000000
  1389	  0.372784	  0.000000
  1390	  0.012837	  0.000000
  1391	  0.012837	  0.000000
  1392	  0.012837	  0.000000
  1393	  0.000000	  0.000000
  1394	  0.576852	  0.001301
  1395	  0.576852	  0.001301
  1396	  0.576852	  0.001301
  1397	  0.576852	  0.001301
  1398	  0.010957	  0.000000
  1399	  0.030533	  0.000000
  1400	  0.030533	  0.000000
  1401	  0.030533	  0.000000
  1402	  0.030533	  0.000000
  1403	  0.030533	  0.000000
  1404	  0.681885	  0.003065
  1405	  0.681885	  0.003065
  1406	  0.681885	  0.003065
  1407	  0.681885	  0.003065
  1408	  0.681885	  0.003065
  1409	  0.030992	  0.000000
  1410	  0.030992	  0.000000
  1411	  0.156986	  0.000023
  1412	  0.042359	  0.000000
  1413	  0.336411	  0.022967
  1414	  0.336411	  0.022967
  1415	  0.336411	  0.022967
  1416	  0.560375	  0.000000
  1417	  0.560375	  0.000000
  1418	  0.006808	  0.000000
  1419	  0.015346	  0.000000
  1420	  0.021614	  0.000000
  1421	  0.021614	  0.000000
  1422	  0.021614	  0.000000
  1423	  0.021614	  0.000000
  1424	  0.026770	  0.000278
  1425	  0.020809	  0.000000
  1426	  0.012837	  0.000000
  1427	  0.012837	  0.000000
  1428	  0.012837	  0.000000
  1429	  0.172869	  0.000262
  1430	  0.172869	  0.000262
  1431	  0.172869	  0.000262
  1432	  0.173238	  0.000008
  1433	  0.173238	  0.000008
  1434	  0.173238	  0.000008
  1435	  0.173238	  0.000008
  1436	  0.173238	  0.000008
  1437	  0.173238	  0.000008
  1438	  0.173238	  0.000008
  1439	  0.173238	  0.000008
  1440	  0.173238	  0.000008
  1441	  0.173238	  0.000008
  1442	  0.173238	  0.000008
  1443	  0.173238	  0.000008
  1444	  0.173238	  0.000008
  1445	  0.173238	  0.000008
  1446	  0.173238	  0.000008
  1447	  0.173238	  0.000008
  1448	  0.139707	  0.000000
  1449	  0.004539	  0.000000
  1450	  0.004539	  0.000000
  1451	  0.544257	  0.000000
  1452	  0.358401	  0.000000
  1453	  0.004539	  0.000000
  1454	  0.010779	  0.000000
  1455	  0.043070	  0.000000
  1456	  0.021614	  0.000000
  1457	  0.021614	  0.000000
  1458	  0.021614	  0.000000
  1459	  0.021614	  0.000000
  1460	  0.661883	  0.002207
  1461	  0.494371	  0.000000
  1462	  0.000000	  0.000000
  1463	  0.000000	  0.000000
  1464	  0.229957	  0.000000
  1465	  0.229957	  0.000000
  1466	  0.229957	  0.000000
  1467	  0.229957	  0.000000
  1468	  0.681480	  0.000000
  1469	  0.681480	  0.000000
  1470	  0.681480	  0.000000
  1471	  0.012837	  0.000000
  1472	  0.012837	  0.000000
  1473	  0.012837	  0.000000
  1474	  0.012837	  0.000000
  1475	  0.012837	  0.000000
  1476	  0.012837	  0.000000
  1477	  0.021915	  0.000000
  1478	  0.021915	  0.000000
  1479	  0.004539	  0.000000
  1480	  0.004539	  0.000000
  1481	  0.545005	  0.000000
  1482	  0.545005	  0.000000
  1483	  0.012837	  0.000000
  1484	  0.012837	  0.000000
  1485	  0.012837	  0.000000
  1486	  0.004539	  0.000000
  1487	  0.004539	  0.000000
  1488	  0.016047	  0.000000
  1489	  0.016047	  0.000000
  1490	  0.000000	  0.000000
  1491	  0.038888	  0.000232
  1492	  0.021713	  0.000000
  1493	  0.038888	  0.000232
  1494	  0.021713	  0.000000
  1495	  0.004539	  0.000000
  1496	  0.004539	  0.000000
  1497	  0.025231	  0.000000
  1498	  0.018630	  0.000000
  1499	  0.000000	  0.000000
  1500	  0.038166	  0.000000
  1501	  0.038166	  0.000000
  1502	  0.038166	  0.000000
  1503	  0.038166	  0.000000
  1504	  0.154218	  0.005093
  1505	  0.139369	  0.000000
  1506	  0.139369	  0.000000
  1507	  0.139369	  0.000000
  1508	  0.139369	  0.000000
  1509	  0.139369	  0.000000
  1510	  0.000000	  0.000000
  1511	  0.012837	  0.000000
  1512	  0.012837	  0.000000
  1513	  0.012837	  0.000000
  1514	  0.142645	  0.000000
  1515	  0.045848	  0.000000
  1516	  0.045848	  0.000000
  1517	  0.045848	  0.000000
  1518	  0.034349	  0.000031
  1519	  0.034349	  0.000031
  1520	  0.034349	  0.000031
  1521	  0.000000	  0.000000
  1522	  0.004539	  0.000000
  1523	  0.004539	  0.000000
  1524	  0.000000	  0.000000
  1525	  0.004539	  0.000000
  1526	  0.004539	  0.000000
  1527	  0.000000	  0.000000
  1528	  0.000000	  0.000000
  1529	  0.697287	  0.000000
  1530	  0.004539	  0.000000
  1531	  0.004539	  0.000000
  1532	  0.017600	  0.000000
  1533	  0.045784	  0.000046
  1534	  0.045784	  0.000046
  1535	  0.045784	  0.000046
  1536	  0.025009	  0.000000
  1537	  0.012837	  0.000000
  1538	  0.012837	  0.000000
  1539	  0.012837	  0.000000
  1540	  0.038166	  0.000000
  1541	  0.038166	  0.000000
  1542	  0.038166	  0.000000
  1543	  0.004539	  0.000000
  1544	  0.004539	  0.000000
  1545	  0.021614	  0.000000
  1546	  0.021614	  0.000000
  1547	  0.021614	  0.000000
  1548	  0.021614	  0.000000
  1549	  0.350580	  0.000000
  1550	  0.709639	  0.000000
  1551	  0.826912	  0.012826
  1552	  0.000000	  0.000000
  1553	  0.208134	  0.000000
  1554	  0.208134	  0.000000
  1555	  0.208134	  0.000000
  1556	  0.356333	  0.000000
  1557	  0.356333	  0.000000
  1558	  0.356333	  0.000000
  1559	  0.000000	  0.000000
  1560	  0.496630	  0.000000
  1561	  0.496630	  0.000000
  1562	  0.199068	  0.000139
  1563	  0.199068	  0.000139
  1564	  0.199068	  0.000139
  1565	  0.199068	  0.000139
  1566	  0.199068	  0.000139
  1567	  0.199068	  0.000139
  1568	  0.004539	  0.000000
  1569	  0.004539	  0.000000
  1570	  0.073716	  0.000000
  1571	  0.073716	  0.000000
  1572	  0.073716	  0.000000
  1573	  0.073716	  0.000000
  1574	  0.060396	  0.000154
  1575	  0.021614	  0.000000
  1576	  0.021614	  0.000000
  1577	  0.021614	  0.000000
  1578	  0.021614	  0.000000
  1579	  0.060396	  0.000154
  1580	  0.004539	  0.000000
  1581	  0.004539	  0.000000
  1582	  0.000000	  0.000000
  1583	  0.004539	  0.000000
  1584	  0.004539	  0.000000
  1585	  0.009077	  0.000046
  1586	  0.006808	  0.000000
  1587	  0.006808	  0.000000
  1588	  0.168095	  0.003288
