点序号	接近中心度	介数中心度
   931	  0.366089	  0.000072
   932	  0.344001	  0.000000
   933	  0.185055	  0.000000
   934	  0.281845	  0.000014
   935	  0.685630	  0.054498
   936	  0.200769	  0.000000
   937	  0.522004	  0.002312
   938	  0.255701	  0.000000
   939	  0.255701	  0.000000
   940	  0.476446	  0.031541
   941	  0.571063	  0.007215
   942	  0.576162	  0.029852
   943	  0.586319	  0.005209
   944	  0.524883	  0.018001
   945	  0.163818	  0.000000
   946	  0.819719	  0.278097
   947	  0.368099	  0.000273
   948	  0.418350	  0.000162
   949	  0.595716	  0.005292
   950	  0.623103	  0.024288
   951	  0.539188	  0.001278
   952	  0.544807	  0.004156
   953	  0.665141	  0.078078
   954	  0.450693	  0.000496
   955	  0.182377	  0.000000
   956	  0.664668	  0.008928
   957	  0.628161	  0.023064
   958	  0.586623	  0.004772
   959	  0.681548	  0.015503
   960	  0.479612	  0.016775
   961	  0.625180	  0.017075
   962	  0.679091	  0.147067
   963	  0.486988	  0.002134
   964	  0.427382	  0.000405
   965	  0.571043	  0.002454
   966	  0.573345	  0.007789
   967	  0.567825	  0.013417
   968	  0.365385	  0.000000
   969	  0.441009	  0.000488
   970	  0.554594	  0.001831
   971	  0.643449	  0.011707
   972	  0.638421	  0.008588
   973	  0.435375	  0.000542
   974	  0.426122	  0.000000
   975	  0.582778	  0.002562
   976	  0.534896	  0.001942
   977	  0.678567	  0.026136
   978	  0.695746	  0.050901
   979	  0.561687	  0.002456
   980	  0.528121	  0.001493
   981	  0.436351	  0.000000
   982	  0.533899	  0.003453
   983	  0.493959	  0.002474
   984	  0.596045	  0.002722
   985	  0.489877	  0.001061
   986	  0.514653	  0.001637
   987	  0.558613	  0.000786
   988	  0.643037	  0.014938
   989	  0.555190	  0.014617
   990	  0.286008	  0.000065
   991	  0.508064	  0.000326
   992	  0.545881	  0.032432
   993	  0.461590	  0.000502
   994	  0.501407	  0.003061
   995	  0.426122	  0.000000
   996	  0.212746	  0.000000
   997	  0.426122	  0.000000
   998	  0.212746	  0.000000
   999	  0.589219	  0.012079
  1000	  0.575648	  0.004644
  1001	  0.669458	  0.024460
  1002	  0.491255	  0.000787
  1003	  0.568678	  0.004938
  1004	  0.643243	  0.023825
  1005	  0.445121	  0.000054
  1006	  0.560495	  0.005577
  1007	  0.531483	  0.001854
  1008	  0.713819	  0.078281
  1009	  0.694841	  0.014260
  1010	  0.628079	  0.035997
  1011	  0.613244	  0.004576
  1012	  0.355911	  0.000001
  1013	  0.351963	  0.000652
  1014	  0.546153	  0.008849
  1015	  0.472482	  0.000407
  1016	  0.595109	  0.005627
  1017	  0.511374	  0.000869
  1018	  0.377546	  0.001825
  1019	  0.251604	  0.000377
  1020	  0.569757	  0.014891
  1021	  0.550677	  0.000571
  1022	  0.377552	  0.000000
  1023	  0.431833	  0.001045
  1024	  0.173981	  0.000000
  1025	  0.618415	  0.019668
  1026	  0.461549	  0.000000
  1027	  0.627154	  0.015263
  1028	  0.525006	  0.008501
  1029	  0.463811	  0.000085
  1030	  0.552275	  0.021226
  1031	  0.362634	  0.000063
  1032	  0.114750	  0.000000
  1033	  0.468982	  0.003506
  1034	  0.432054	  0.002395
  1035	  0.570929	  0.005681
  1036	  0.584428	  0.004121
  1037	  0.572718	  0.002603
  1038	  0.526332	  0.001650
  1039	  0.384656	  0.014188
  1040	  0.496436	  0.000625
  1041	  0.491131	  0.017503
  1042	  0.634710	  0.014947
  1043	  0.375768	  0.000365
  1044	  0.114986	  0.000000
  1045	  0.502317	  0.009347
  1046	  0.230601	  0.000000
  1047	  0.511276	  0.001709
  1048	  0.434501	  0.000223
  1049	  0.504250	  0.000517
  1050	  0.452024	  0.000376
  1051	  0.487605	  0.021434
  1052	  0.502563	  0.000944
  1053	  0.485477	  0.001812
  1054	  0.389035	  0.000130
  1055	  0.338162	  0.001010
  1056	  0.336681	  0.000000
  1057	  0.338820	  0.004818
  1058	  0.336681	  0.000000
  1059	  0.077152	  0.000000
  1060	  0.465965	  0.023980
  1061	  0.435925	  0.001401
  1062	  0.339328	  0.000000
  1063	  0.448251	  0.000885
  1064	  0.533050	  0.000561
  1065	  0.632047	  0.029531
  1066	  0.678392	  0.025392
  1067	  0.593290	  0.007685
  1068	  0.439168	  0.000073
  1069	  0.739860	  0.109816
  1070	  0.392289	  0.014188
  1071	  0.519054	  0.000218
  1072	  0.376508	  0.000561
  1073	  0.377737	  0.000060
  1074	  0.471897	  0.001229
  1075	  0.101244	  0.000000
  1076	  0.473809	  0.002480
  1077	  0.437025	  0.000431
  1078	  0.603879	  0.017336
  1079	  0.475572	  0.000271
  1080	  0.431581	  0.000000
  1081	  0.511744	  0.000723
  1082	  0.500122	  0.000398
  1083	  0.516915	  0.001253
  1084	  0.551623	  0.000910
  1085	  0.599741	  0.004411
  1086	  0.651467	  0.004275
  1087	  0.460254	  0.001472
  1088	  0.675431	  0.025154
  1089	  0.609266	  0.022070
  1090	  0.535770	  0.017800
  1091	  0.548816	  0.002088
  1092	  0.504188	  0.024904
  1093	  0.661707	  0.003034
  1094	  0.434115	  0.000000
  1095	  0.487168	  0.000211
  1096	  0.487168	  0.000211
  1097	  0.488566	  0.000212
  1098	  0.489044	  0.001262
  1099	  0.428374	  0.000000
  1100	  0.281588	  0.000009
  1101	  0.330359	  0.014188
  1102	  0.526476	  0.000531
  1103	  0.289966	  0.014023
  1104	  0.621726	  0.043017
  1105	  0.483072	  0.001241
  1106	  0.346432	  0.000221
  1107	  0.610695	  0.018344
  1108	  0.500179	  0.000000
  1109	  0.616555	  0.006479
  1110	  0.615578	  0.013053
  1111	  0.586206	  0.015593
  1112	  0.620595	  0.080240
  1113	  0.574517	  0.000678
  1114	  0.320895	  0.014920
  1115	  0.623165	  0.005026
  1116	  0.625684	  0.004301
  1117	  0.655343	  0.014792
  1118	  0.598368	  0.029385
  1119	  0.030401	  0.000000
  1120	  0.678156	  0.007876
  1121	  0.500179	  0.000000
  1122	  0.523577	  0.000934
  1123	  0.619043	  0.014852
  1124	  0.591501	  0.005508
  1125	  0.533858	  0.000279
  1126	  0.501166	  0.000000
  1127	  0.557380	  0.001192
  1128	  0.514078	  0.000895
  1129	  0.519547	  0.000295
  1130	  0.249774	  0.000000
  1131	  0.547017	  0.000000
  1132	  0.500179	  0.000000
  1133	  0.516710	  0.000177
  1134	  0.500672	  0.014188
  1135	  0.538669	  0.002444
  1136	  0.500179	  0.000000
  1137	  0.249774	  0.000000
  1138	  0.557822	  0.000000
  1139	  0.500179	  0.000000
  1140	  0.500179	  0.000000
  1141	  0.500179	  0.000000
  1142	  0.507046	  0.001116
  1143	  0.526158	  0.001991
  1144	  0.625931	  0.029284
  1145	  0.295215	  0.000014
  1146	  0.483863	  0.000622
  1147	  0.624748	  0.012549
  1148	  0.511981	  0.000211
  1149	  0.646708	  0.013857
  1150	  0.462068	  0.002003
  1151	  0.535749	  0.000500
  1152	  0.335309	  0.000019
  1153	  0.714816	  0.044182
  1154	  0.161623	  0.000000
  1155	  0.586669	  0.043617
  1156	  0.711989	  0.089874
  1157	  0.349841	  0.000594
  1158	  0.386449	  0.000712
  1159	  0.584623	  0.003254
  1160	  0.537558	  0.003382
  1161	  0.493126	  0.000517
  1162	  0.380816	  0.000000
  1163	  0.454070	  0.000117
  1164	  0.627390	  0.018572
  1165	  0.602069	  0.006532
  1166	  0.278643	  0.000000
  1167	  0.543172	  0.000117
  1168	  0.333998	  0.000069
  1169	  0.532686	  0.002055
  1170	  0.400616	  0.000229
  1171	  0.342860	  0.000069
  1172	  0.362593	  0.000231
  1173	  0.468298	  0.001144
  1174	  0.318140	  0.000000
  1175	  0.199438	  0.000000
  1176	  0.568380	  0.006673
  1177	  0.550399	  0.000751
  1178	  0.486279	  0.001982
  1179	  0.354508	  0.000000
  1180	  0.286887	  0.000000
  1181	  0.557781	  0.009871
  1182	  0.532182	  0.003179
  1183	  0.300663	  0.000002
  1184	  0.614221	  0.110723
  1185	  0.526137	  0.007010
  1186	  0.516699	  0.001129
  1187	  0.476533	  0.005438
  1188	  0.408481	  0.000000
  1189	  0.545639	  0.002186
  1190	  0.411853	  0.000205
  1191	  0.456291	  0.000862
  1192	  0.408481	  0.000000
  1193	  0.511487	  0.000684
  1194	  0.409632	  0.000008
  1195	  0.314578	  0.000000
  1196	  0.570816	  0.002667
  1197	  0.521233	  0.016651
  1198	  0.408481	  0.000000
  1199	  0.408481	  0.000000
  1200	  0.445743	  0.000723
  1201	  0.390330	  0.000214
  1202	  0.408481	  0.000000
  1203	  0.508280	  0.021641
  1204	  0.499202	  0.021783
  1205	  0.404065	  0.013662
  1206	  0.408481	  0.000000
  1207	  0.485107	  0.001522
  1208	  0.620451	  0.018603
  1209	  0.513893	  0.001617
  1210	  0.471994	  0.000000
  1211	  0.509082	  0.014786
  1212	  0.283834	  0.000000
  1213	  0.652506	  0.099027
  1214	  0.557071	  0.015851
  1215	  0.278714	  0.000000
  1216	  0.402189	  0.001690
  1217	  0.246765	  0.000000
  1218	  0.357993	  0.000000
  1219	  0.357993	  0.000000
  1220	  0.357993	  0.000000
  1221	  0.357993	  0.000000
  1222	  0.479329	  0.014606
  1223	  0.390181	  0.000000
  1224	  0.390181	  0.000000
  1225	  0.390181	  0.000000
  1226	  0.559626	  0.001796
  1227	  0.390181	  0.000000
  1228	  0.390181	  0.000000
  1229	  0.565845	  0.003415
  1230	  0.567927	  0.010544
  1231	  0.639943	  0.017785
  1232	  0.559605	  0.006610
  1233	  0.424236	  0.000000
  1234	  0.509447	  0.002075
  1235	  0.198477	  0.000000
  1236	  0.390181	  0.000000
  1237	  0.443018	  0.000099
  1238	  0.146102	  0.000000
  1239	  0.363051	  0.000097
  1240	  0.427032	  0.006045
  1241	  0.294500	  0.014188
  1242	  0.147429	  0.000000
  1243	  0.491147	  0.000652
  1244	  0.613635	  0.007322
  1245	  0.513944	  0.016196
  1246	  0.425891	  0.000254
  1247	  0.500600	  0.000451
  1248	  0.333654	  0.000130
  1249	  0.332749	  0.000000
  1250	  0.215214	  0.000000
  1251	  0.431057	  0.000000
  1252	  0.619669	  0.023087
  1253	  0.666570	  0.028247
  1254	  0.521546	  0.000000
  1255	  0.474276	  0.013009
  1256	  0.402605	  0.000450
  1257	  0.481077	  0.011247
  1258	  0.431057	  0.000000
  1259	  0.591357	  0.004042
  1260	  0.431057	  0.000000
  1261	  0.431057	  0.000000
  1262	  0.431057	  0.000000
  1263	  0.580089	  0.009185
  1264	  0.295662	  0.000186
  1265	  0.367616	  0.000000
  1266	  0.510202	  0.014524
  1267	  0.185056	  0.000000
  1268	  0.416387	  0.000170
  1269	  0.542216	  0.003203
  1270	  0.198539	  0.000000
  1271	  0.500353	  0.003118
  1272	  0.522282	  0.003708
  1273	  0.499084	  0.005122
  1274	  0.347476	  0.000000
  1275	  0.373671	  0.000104
  1276	  0.600137	  0.004381
  1277	  0.411904	  0.000137
  1278	  0.477427	  0.000272
  1279	  0.596055	  0.008128
  1280	  0.391281	  0.000243
  1281	  0.528131	  0.002188
  1282	  0.508953	  0.003754
  1283	  0.404075	  0.000313
  1284	  0.312614	  0.000000
  1285	  0.312614	  0.000000
  1286	  0.809491	  0.227272
  1287	  0.455216	  0.000310
  1288	  0.524235	  0.000897
  1289	  0.584890	  0.019419
  1290	  0.368500	  0.000000
  1291	  0.448703	  0.001043
  1292	  0.401886	  0.000189
  1293	  0.412377	  0.000158
  1294	  0.488530	  0.002745
  1295	  0.518457	  0.002295
  1296	  0.461796	  0.000000
  1297	  0.377824	  0.000087
  1298	  0.493218	  0.000234
  1299	  0.264028	  0.000010
  1300	  0.314882	  0.000000
  1301	  0.330246	  0.000049
  1302	  0.437457	  0.000244
  1303	  0.000357	  0.000000
  1304	  0.000357	  0.000000
  1305	  0.490417	  0.001683
  1306	  0.539748	  0.046601
  1307	  0.317220	  0.000000
  1308	  0.513019	  0.003994
  1309	  0.410891	  0.015931
  1310	  0.369646	  0.042533
  1311	  0.334743	  0.000000
  1312	  0.580388	  0.003184
  1313	  0.467054	  0.000739
  1314	  0.450009	  0.000005
  1315	  0.278570	  0.000008
  1316	  0.499849	  0.000263
  1317	  0.487214	  0.000156
  1318	  0.608145	  0.008993
  1319	  0.424004	  0.000151
  1320	  0.495388	  0.001546
  1321	  0.308754	  0.000000
  1322	  0.482126	  0.001010
  1323	  0.543820	  0.001493
  1324	  0.449351	  0.014188
  1325	  0.450981	  0.000295
  1326	  0.445362	  0.000000
  1327	  0.445362	  0.000000
  1328	  0.504650	  0.000000
  1329	  0.445897	  0.000984
  1330	  0.395265	  0.000000
  1331	  0.566190	  0.012073
  1332	  0.192673	  0.000563
  1333	  0.093832	  0.000000
  1334	  0.504126	  0.001626
  1335	  0.381916	  0.000057
  1336	  0.561790	  0.004613
  1337	  0.282390	  0.000000
  1338	  0.282390	  0.000000
  1339	  0.316177	  0.000160
  1340	  0.357504	  0.000000
  1341	  0.464165	  0.000667
  1342	  0.404862	  0.000070
  1343	  0.245225	  0.000000
  1344	  0.435966	  0.000022
  1345	  0.456044	  0.000121
  1346	  0.338526	  0.000037
  1347	  0.512125	  0.001675
  1348	  0.505036	  0.000653
  1349	  0.437816	  0.002829
  1350	  0.559076	  0.003482
  1351	  0.410038	  0.000000
  1352	  0.411025	  0.000570
  1353	  0.404924	  0.000000
  1354	  0.500317	  0.012662
  1355	  0.532439	  0.003268
  1356	  0.410449	  0.000000
  1357	  0.410038	  0.000000
  1358	  0.410038	  0.000000
  1359	  0.410038	  0.000000
  1360	  0.410038	  0.000000
  1361	  0.351254	  0.000000
  1362	  0.546667	  0.015399
  1363	  0.430887	  0.000182
  1364	  0.522395	  0.004062
  1365	  0.475999	  0.001704
  1366	  0.497886	  0.000495
  1367	  0.582659	  0.009002
  1368	  0.488068	  0.000288
  1369	  0.458141	  0.014721
  1370	  0.549001	  0.004148
  1371	  0.237186	  0.000443
  1372	  0.403135	  0.000076
  1373	  0.502872	  0.000775
  1374	  0.627216	  0.030112
  1375	  0.523649	  0.001650
  1376	  0.446766	  0.000812
  1377	  0.337283	  0.000000
  1378	  0.343400	  0.014436
  1379	  0.396242	  0.000080
  1380	  0.411262	  0.000074
  1381	  0.549330	  0.021178
  1382	  0.346083	  0.000120
  1383	  0.603138	  0.028714
  1384	  0.135678	  0.000000
  1385	  0.417044	  0.000191
  1386	  0.553000	  0.006274
  1387	  0.357823	  0.000000
  1388	  0.419944	  0.000105
  1389	  0.238458	  0.000000
  1390	  0.399773	  0.000062
  1391	  0.388331	  0.014209
  1392	  0.491923	  0.000538
  1393	  0.164196	  0.000000
  1394	  0.236726	  0.000000
  1395	  0.386059	  0.000000
  1396	  0.434254	  0.000704
  1397	  0.457781	  0.001523
  1398	  0.480039	  0.001574
  1399	  0.505751	  0.004259
  1400	  0.598929	  0.008458
  1401	  0.519352	  0.002830
  1402	  0.372889	  0.000000
  1403	  0.187199	  0.000000
  1404	  0.520956	  0.001512
  1405	  0.647273	  0.024498
  1406	  0.400277	  0.000401
  1407	  0.384049	  0.000000
  1408	  0.431874	  0.000701
  1409	  0.576070	  0.007145
  1410	  0.293729	  0.000002
  1411	  0.328832	  0.000000
  1412	  0.505432	  0.008756
  1413	  0.469018	  0.000466
  1414	  0.322715	  0.000000
  1415	  0.379860	  0.000000
  1416	  0.452687	  0.000184
  1417	  0.434630	  0.016976
  1418	  0.336604	  0.000032
  1419	  0.346741	  0.000370
  1420	  0.445563	  0.000058
  1421	  0.404924	  0.000000
  1422	  0.414259	  0.000000
  1423	  0.100635	  0.000000
  1424	  0.404924	  0.000000
  1425	  0.490248	  0.000893
  1426	  0.449377	  0.001124
  1427	  0.379968	  0.000000
  1428	  0.379968	  0.000000
  1429	  0.497763	  0.000488
  1430	  0.562284	  0.019278
  1431	  0.379968	  0.000000
  1432	  0.340372	  0.000000
  1433	  0.383699	  0.000027
  1434	  0.094396	  0.000000
  1435	  0.379968	  0.000000
  1436	  0.094396	  0.000000
  1437	  0.273648	  0.000016
  1438	  0.419059	  0.000360
  1439	  0.246860	  0.000000
  1440	  0.550368	  0.003007
  1441	  0.499505	  0.003216
  1442	  0.447089	  0.000054
  1443	  0.452353	  0.003461
  1444	  0.157776	  0.000000
  1445	  0.537518	  0.010098
  1446	  0.556773	  0.003329
  1447	  0.330318	  0.000000
  1448	  0.348525	  0.000000
  1449	  0.374133	  0.000000
  1450	  0.238401	  0.000000
  1451	  0.238401	  0.000000
  1452	  0.338681	  0.000250
  1453	  0.425578	  0.000049
  1454	  0.503119	  0.114731
  1455	  0.519069	  0.002117
  1456	  0.364490	  0.000000
  1457	  0.610849	  0.006223
  1458	  0.378914	  0.000000
  1459	  0.382527	  0.000000
  1460	  0.577108	  0.008139
  1461	  0.148032	  0.000000
  1462	  0.416772	  0.000401
  1463	  0.563897	  0.032067
  1464	  0.322042	  0.000000
  1465	  0.471362	  0.000639
  1466	  0.432414	  0.000415
  1467	  0.490484	  0.000553
  1468	  0.380960	  0.000000
  1469	  0.199014	  0.000000
  1470	  0.447321	  0.000477
  1471	  0.557596	  0.006623
  1472	  0.400148	  0.000291
  1473	  0.538268	  0.001066
  1474	  0.411961	  0.000356
  1475	  0.474456	  0.000768
  1476	  0.583019	  0.014707
  1477	  0.204776	  0.000000
  1478	  0.438433	  0.000075
  1479	  0.306102	  0.000000
  1480	  0.485981	  0.000201
  1481	  0.409262	  0.000196
  1482	  0.391415	  0.000287
  1483	  0.522210	  0.032893
  1484	  0.229390	  0.000000
  1485	  0.491548	  0.000463
  1486	  0.467635	  0.000427
  1487	  0.499741	  0.015577
  1488	  0.464643	  0.000307
  1489	  0.500523	  0.001840
  1490	  0.459411	  0.000000
  1491	  0.459411	  0.000000
  1492	  0.461261	  0.000013
  1493	  0.459411	  0.000000
  1494	  0.459411	  0.000000
  1495	  0.229390	  0.000000
  1496	  0.114257	  0.000000
  1497	  0.459411	  0.000000
  1498	  0.459411	  0.000000
  1499	  0.460233	  0.000000
  1500	  0.459411	  0.000000
  1501	  0.459411	  0.000000
  1502	  0.459411	  0.000000
  1503	  0.459411	  0.000000
  1504	  0.459411	  0.000000
  1505	  0.547017	  0.002261
  1506	  0.143774	  0.000000
  1507	  0.288177	  0.000000
  1508	  0.248708	  0.000000
  1509	  0.480841	  0.000632
  1510	  0.573263	  0.020476
  1511	  0.438001	  0.000520
  1512	  0.629703	  0.027268
  1513	  0.192506	  0.000000
  1514	  0.387853	  0.005147
  1515	  0.342418	  0.000241
  1516	  0.344227	  0.000009
  1517	  0.358913	  0.000156
  1518	  0.524883	  0.001110
  1519	  0.434599	  0.000924
  1520	  0.601658	  0.005055
  1521	  0.311730	  0.000000
  1522	  0.172457	  0.000000
  1523	  0.394432	  0.000337
  1524	  0.441970	  0.000678
  1525	  0.096424	  0.000000
  1526	  0.285854	  0.000000
  1527	  0.269138	  0.000266
  1528	  0.524369	  0.002204
  1529	  0.432727	  0.000473
  1530	  0.073474	  0.000000
  1531	  0.522662	  0.006837
  1532	  0.391970	  0.000132
  1533	  0.346473	  0.000000
  1534	  0.348817	  0.000006
  1535	  0.464166	  0.002863
  1536	  0.280853	  0.000515
  1537	  0.454024	  0.000352
  1538	  0.288815	  0.000000
  1539	  0.429242	  0.000000
  1540	  0.392217	  0.000025
  1541	  0.302694	  0.014189
  1542	  0.473110	  0.004186
  1543	  0.343980	  0.014188
  1544	  0.369199	  0.000000
  1545	  0.369199	  0.000000
  1546	  0.392057	  0.000349
  1547	  0.508064	  0.013793
  1548	  0.155512	  0.000000
  1549	  0.384270	  0.000021
  1550	  0.335705	  0.000003
  1551	  0.283813	  0.000037
  1552	  0.274843	  0.000000
  1553	  0.472272	  0.000677
  1554	  0.456424	  0.000788
  1555	  0.271656	  0.000000
  1556	  0.271656	  0.000000
  1557	  0.434115	  0.000000
  1558	  0.434115	  0.000000
  1559	  0.107933	  0.000000
  1560	  0.450996	  0.000194
  1561	  0.502481	  0.004379
  1562	  0.504311	  0.000512
  1563	  0.448035	  0.000418
  1564	  0.434444	  0.000000
  1565	  0.434115	  0.000000
  1566	  0.434115	  0.000000
  1567	  0.434115	  0.000000
  1568	  0.434115	  0.000000
  1569	  0.434115	  0.000000
  1570	  0.434115	  0.000000
  1571	  0.434115	  0.000000
  1572	  0.434115	  0.000000
  1573	  0.434115	  0.000000
  1574	  0.434115	  0.000000
  1575	  0.434115	  0.000000
  1576	  0.239843	  0.000000
  1577	  0.251553	  0.000003
  1578	  0.374678	  0.000000
  1579	  0.385262	  0.000000
  1580	  0.636890	  0.014329
  1581	  0.434773	  0.000374
  1582	  0.402935	  0.000074
  1583	  0.396016	  0.000066
  1584	  0.346103	  0.000000
  1585	  0.162089	  0.000000
  1586	  0.492272	  0.002921
  1587	  0.159704	  0.000000
  1588	  0.446375	  0.001470
  1589	  0.370355	  0.000178
  1590	  0.397270	  0.000469
  1591	  0.268974	  0.000000
  1592	  0.500867	  0.006852
  1593	  0.384383	  0.000128
  1594	  0.500703	  0.005328
  1595	  0.564494	  0.005932
  1596	  0.544241	  0.000807
  1597	  0.315868	  0.000010
  1598	  0.469501	  0.000086
  1599	  0.424513	  0.000000
  1600	  0.348180	  0.000240
  1601	  0.242478	  0.014188
  1602	  0.329865	  0.000000
  1603	  0.160626	  0.000000
  1604	  0.459549	  0.000572
  1605	  0.367009	  0.000000
  1606	  0.311915	  0.000064
  1607	  0.276437	  0.001974
  1608	  0.342192	  0.000000
  1609	  0.393461	  0.000113
  1610	  0.285962	  0.000000
  1611	  0.291837	  0.000262
  1612	  0.281289	  0.000214
  1613	  0.375120	  0.000712
  1614	  0.238877	  0.000000
  1615	  0.202766	  0.000000
  1616	  0.467938	  0.015863
  1617	  0.281289	  0.000214
  1618	  0.273643	  0.000000
  1619	  0.105463	  0.000000
  1620	  0.211803	  0.000000
  1621	  0.425058	  0.000000
  1622	  0.473686	  0.001296
  1623	  0.348180	  0.000000
  1624	  0.125554	  0.000000
  1625	  0.251738	  0.000000
  1626	  0.395137	  0.001090
  1627	  0.251738	  0.000000
  1628	  0.251738	  0.000000
  1629	  0.251738	  0.000000
  1630	  0.251738	  0.000000
  1631	  0.539872	  0.001553
  1632	  0.326010	  0.000000
  1633	  0.326545	  0.000005
  1634	  0.325547	  0.003312
  1635	  0.344988	  0.000000
  1636	  0.172179	  0.000000
  1637	  0.387159	  0.000000
  1638	  0.335221	  0.000000
  1639	  0.369646	  0.014308
  1640	  0.399393	  0.000000
  1641	  0.399393	  0.000000
  1642	  0.243408	  0.000008
  1643	  0.416762	  0.000157
  1644	  0.421203	  0.000000
  1645	  0.418427	  0.000000
  1646	  0.543367	  0.000000
  1647	  0.418427	  0.000000
  1648	  0.422087	  0.014207
  1649	  0.096857	  0.000000
  1650	  0.147506	  0.000039
  1651	  0.239985	  0.000000
  1652	  0.489743	  0.000000
  1653	  0.290064	  0.000000
  1654	  0.440849	  0.001392
  1655	  0.382538	  0.000000
  1656	  0.407499	  0.000000
  1657	  0.407499	  0.000000
  1658	  0.407499	  0.000000
  1659	  0.407910	  0.000000
  1660	  0.377187	  0.000430
  1661	  0.407499	  0.000000
  1662	  0.407499	  0.000000
  1663	  0.389426	  0.000000
  1664	  0.423269	  0.000413
  1665	  0.451521	  0.000334
  1666	  0.355227	  0.000010
  1667	  0.252817	  0.000000
  1668	  0.281320	  0.000000
  1669	  0.486639	  0.000416
  1670	  0.308903	  0.000000
  1671	  0.294438	  0.000000
  1672	  0.513276	  0.000868
  1673	  0.385617	  0.000175
  1674	  0.408805	  0.002128
  1675	  0.305202	  0.000000
  1676	  0.328832	  0.000000
  1677	  0.164101	  0.000000
  1678	  0.102497	  0.000000
  1679	  0.245744	  0.000000
  1680	  0.412907	  0.000435
  1681	  0.250049	  0.000000
  1682	  0.339724	  0.000000
  1683	  0.339724	  0.000000
  1684	  0.341451	  0.009077
  1685	  0.339724	  0.000000
  1686	  0.339724	  0.000000
  1687	  0.224854	  0.000000
  1688	  0.139608	  0.000000
  1689	  0.382260	  0.000121
  1690	  0.310466	  0.000000
  1691	  0.450801	  0.000028
  1692	  0.354395	  0.000000
  1693	  0.421141	  0.014037
  1694	  0.268063	  0.000000
  1695	  0.342993	  0.000000
  1696	  0.377100	  0.000215
  1697	  0.328266	  0.000000
  1698	  0.253964	  0.000000
  1699	  0.253964	  0.000000
  1700	  0.299913	  0.000000
  1701	  0.343780	  0.000000
  1702	  0.368217	  0.000000
  1703	  0.431345	  0.000190
  1704	  0.438408	  0.004989
  1705	  0.454430	  0.000511
  1706	  0.369841	  0.000097
  1707	  0.367004	  0.000000
  1708	  0.367004	  0.000000
  1709	  0.022358	  0.000000
  1710	  0.407031	  0.000913
  1711	  0.299173	  0.000029
  1712	  0.377557	  0.000432
  1713	  0.037694	  0.014188
  1714	  0.252272	  0.000000
  1715	  0.273908	  0.000048
  1716	  0.327500	  0.000280
  1717	  0.300597	  0.000005
  1718	  0.444380	  0.000707
  1719	  0.273425	  0.000042
  1720	  0.331011	  0.000000
  1721	  0.519423	  0.002041
  1722	  0.272783	  0.000000
  1723	  0.196323	  0.000000
  1724	  0.304755	  0.000000
  1725	  0.338388	  0.000690
  1726	  0.146179	  0.000000
  1727	  0.220408	  0.000155
  1728	  0.277815	  0.000000
  1729	  0.393435	  0.000497
  1730	  0.294572	  0.000000
  1731	  0.254719	  0.000000
  1732	  0.082364	  0.000000
  1733	  0.278082	  0.000000
  1734	  0.327465	  0.000450
  1735	  0.417970	  0.000228
  1736	  0.270053	  0.000000
  1737	  0.285798	  0.001825
  1738	  0.134712	  0.000000
  1739	  0.313966	  0.000113
  1740	  0.337514	  0.000000
  1741	  0.260795	  0.000000
  1742	  0.474117	  0.004059
  1743	  0.411400	  0.000731
  1744	  0.157591	  0.000000
  1745	  0.106733	  0.000000
  1746	  0.384666	  0.000470
  1747	  0.355644	  0.000000
  1748	  0.326678	  0.000000
  1749	  0.308785	  0.000000
  1750	  0.131902	  0.000032
  1751	  0.288337	  0.000000
  1752	  0.288337	  0.000000
  1753	  0.092186	  0.000000
  1754	  0.562684	  0.015179
  1755	  0.281521	  0.000000
  1756	  0.346042	  0.000151
  1757	  0.305680	  0.000000
  1758	  0.375809	  0.000000
  1759	  0.170375	  0.000000
  1760	  0.046970	  0.000000
  1761	  0.381895	  0.000000
  1762	  0.293333	  0.000000
  1763	  0.269981	  0.000000
  1764	  0.378816	  0.000120
  1765	  0.344993	  0.000000
  1766	  0.293683	  0.000000
  1767	  0.311077	  0.000000
  1768	  0.293282	  0.000000
  1769	  0.475922	  0.001562
  1770	  0.345153	  0.000000
  1771	  0.313144	  0.000000
  1772	  0.262620	  0.000000
  1773	  0.180589	  0.000000
  1774	  0.342973	  0.000000
  1775	  0.342973	  0.000000
  1776	  0.229249	  0.000000
  1777	  0.313303	  0.000000
  1778	  0.386367	  0.000000
  1779	  0.386367	  0.000000
  1780	  0.374653	  0.000000
  1781	  0.172169	  0.000000
  1782	  0.219290	  0.000026
  1783	  0.350395	  0.000000
  1784	  0.323204	  0.000000
  1785	  0.372452	  0.000000
  1786	  0.187127	  0.000000
  1787	  0.157229	  0.000000
  1788	  0.279357	  0.000000
  1789	  0.391621	  0.000071
  1790	  0.350724	  0.000409
  1791	  0.324931	  0.000000
  1792	  0.324931	  0.000000
  1793	  0.324931	  0.000000
  1794	  0.162150	  0.000000
  1795	  0.324931	  0.000000
  1796	  0.186220	  0.000000
  1797	  0.404559	  0.000000
  1798	  0.406163	  0.013994
  1799	  0.201965	  0.000000
  1800	  0.487112	  0.000000
  1801	  0.159295	  0.000000
  1802	  0.358461	  0.000000
  1803	  0.292824	  0.000002
  1804	  0.281598	  0.000000
  1805	  0.438433	  0.000180
  1806	  0.124942	  0.000000
  1807	  0.398529	  0.014466
  1808	  0.274489	  0.000000
