1899 13838
71 313 3.0
71 335 1.0
71 556 1.0
71 625 11.0
71 631 1.0
71 902 1.0
71 1065 3.0
71 1109 15.0
71 1159 1.0
71 1312 1.0
71 1415 1.0
72 6 1.0
72 70 4.0
72 71 6.0
72 306 4.0
72 452 3.0
72 1157 1.0
73 50 1.0
73 82 2.0
73 273 3.0
73 299 3.0
73 314 1.0
73 452 7.0
73 573 1.0
73 1122 1.0
73 1124 1.0
74 30 1.0
74 169 1.0
74 231 2.0
74 365 1.0
74 400 1.0
74 515 5.0
74 940 4.0
74 1156 2.0
74 1336 1.0
75 70 1.0
75 313 2.0
75 795 2.0
75 867 2.0
75 1001 4.0
75 1065 1.0
76 23 2.0
76 25 1.0
76 36 1.0
76 44 7.0
76 62 1.0
76 75 1.0
76 78 1.0
76 107 1.0
76 196 1.0
76 201 7.0
76 202 1.0
76 273 6.0
76 294 5.0
76 304 1.0
76 306 7.0
76 313 5.0
76 318 1.0
76 325 1.0
76 331 1.0
76 349 1.0
76 352 1.0
76 444 6.0
76 446 8.0
76 450 11.0
76 453 1.0
76 457 1.0
76 518 11.0
76 519 1.0
76 714 1.0
76 765 1.0
76 781 1.0
76 787 1.0
76 798 2.0
76 814 1.0
76 925 1.0
76 1104 1.0
76 1469 2.0
76 1471 1.0
76 1472 1.0
77 746 3.0
78 2 1.0
78 573 4.0
78 885 1.0
78 894 2.0
79 6 2.0
79 64 4.0
79 71 1.0
79 88 1.0
79 201 2.0
79 290 1.0
79 313 2.0
79 625 1.0
79 630 3.0
79 795 1.0
79 851 1.0
79 1155 3.0
80 71 1.0
80 236 3.0
80 795 3.0
80 874 1.0
80 1110 3.0
80 1127 1.0
81 15 1.0
81 49 2.0
81 148 1.0
81 149 1.0
81 253 5.0
81 279 2.0
81 296 6.0
81 401 1.0
81 436 1.0
81 499 1.0
81 533 1.0
81 556 1.0
81 625 1.0
81 1157 4.0
81 1186 1.0
81 1310 1.0
81 1455 1.0
81 1509 1.0
82 6 2.0
82 42 2.0
82 43 3.0
82 49 5.0
82 54 7.0
82 64 6.0
82 67 7.0
82 76 1.0
82 81 2.0
82 133 1.0
82 215 1.0
82 235 18.0
82 277 1.0
82 279 1.0
82 313 3.0
82 324 3.0
82 444 10.0
82 455 5.0
82 700 14.0
82 712 5.0
82 718 2.0
82 781 1.0
82 864 1.0
82 904 1.0
82 917 2.0
82 946 5.0
82 1004 1.0
82 1071 1.0
82 1226 1.0
82 1362 11.0
82 1462 4.0
83 2 4.0
83 8 1.0
83 17 1.0
83 22 1.0
83 38 1.0
83 57 10.0
83 67 1.0
83 76 17.0
83 133 1.0
83 201 1.0
83 204 14.0
83 231 1.0
83 273 1.0
83 279 1.0
83 299 1.0
83 308 1.0
83 313 3.0
83 315 10.0
83 321 2.0
83 450 9.0
83 463 1.0
83 518 3.0
83 520 1.0
83 580 1.0
83 612 1.0
83 625 1.0
83 636 1.0
83 644 1.0
83 735 1.0
83 746 1.0
83 828 1.0
83 950 3.0
83 956 1.0
83 1040 1.0
83 1156 17.0
83 1334 1.0
83 1539 1.0
84 2 1.0
84 735 3.0
85 2 1.0
85 6 2.0
85 275 1.0
86 2 1.0
86 6 2.0
86 38 7.0
86 43 6.0
86 52 5.0
86 64 2.0
86 76 12.0
86 236 4.0
86 269 1.0
86 276 1.0
86 277 2.0
86 444 5.0
86 582 5.0
86 585 1.0
86 625 4.0
86 718 4.0
86 913 20.0
86 970 2.0
86 1006 1.0
86 1065 1.0
86 1093 2.0
86 1409 1.0
87 2 4.0
87 49 5.0
87 57 14.0
87 86 58.0
87 124 1.0
87 208 7.0
87 273 1.0
87 298 2.0
87 315 4.0
87 331 1.0
87 342 1.0
87 395 1.0
87 450 1.0
87 630 4.0
87 800 1.0
87 873 3.0
87 885 1.0
87 972 2.0
87 1156 20.0
87 1320 1.0
87 1544 1.0
87 1545 1.0
88 76 1.0
88 444 2.0
88 470 1.0
88 518 3.0
88 718 6.0
88 917 1.0
88 957 3.0
88 1001 3.0
88 1155 2.0
89 18 11.0
89 57 1.0
89 107 1.0
89 124 2.0
89 133 2.0
89 136 1.0
89 171 1.0
89 265 6.0
89 273 1.0
89 299 5.0
89 308 7.0
89 315 11.0
89 363 2.0
89 364 1.0
89 447 2.0
89 612 1.0
89 639 1.0
89 644 3.0
89 645 1.0
89 665 1.0
89 694 3.0
89 714 7.0
89 747 1.0
89 779 1.0
89 795 7.0
89 820 1.0
89 950 36.0
89 957 4.0
89 975 1.0
89 992 1.0
89 1156 1.0
89 1334 8.0
89 1443 13.0
89 1456 1.0
90 70 1.0
90 459 1.0
90 1036 1.0
90 1078 1.0
90 1355 1.0
90 1401 1.0
90 1426 1.0
91 2 2.0
91 42 3.0
91 75 1.0
91 83 2.0
91 89 1.0
91 90 1.0
91 100 3.0
91 112 2.0
91 136 2.0
91 139 1.0
91 143 1.0
91 201 3.0
91 223 1.0
91 309 1.0
91 316 4.0
91 321 2.0
91 324 4.0
91 325 3.0
91 331 1.0
91 333 1.0
91 335 3.0
91 337 2.0
91 350 2.0
91 457 1.0
91 459 3.0
91 479 1.0
91 519 1.0
91 539 1.0
91 630 1.0
91 696 2.0
91 710 1.0
91 795 3.0
91 888 1.0
91 915 1.0
91 919 2.0
91 944 2.0
91 971 4.0
91 1030 1.0
91 1036 2.0
91 1067 3.0
91 1078 1.0
91 1089 1.0
91 1110 4.0
91 1289 1.0
91 1355 4.0
91 1381 2.0
91 1400 1.0
91 1433 2.0
91 1584 1.0
92 35 89.0
92 49 19.0
92 57 1.0
92 58 9.0
92 64 9.0
92 76 42.0
92 159 1.0
92 173 6.0
92 235 3.0
92 444 2.0
92 446 13.0
92 587 2.0
92 589 1.0
92 604 3.0
92 620 6.0
92 716 1.0
92 834 3.0
92 1001 1.0
92 1065 1.0
92 1253 3.0
92 1277 1.0
93 37 5.0
93 64 2.0
93 377 1.0
93 568 1.0
93 725 1.0
93 903 1.0
93 1017 2.0
93 1590 1.0
93 1591 1.0
93 1592 1.0
94 57 2.0
94 74 3.0
94 75 2.0
94 80 1.0
94 91 6.0
94 201 5.0
94 212 3.0
94 325 4.0
94 337 1.0
94 457 3.0
94 459 4.0
94 534 1.0
94 971 5.0
94 1085 1.0
94 1089 1.0
94 1110 2.0
94 1133 1.0
94 1401 1.0
95 38 2.0
95 204 2.0
96 44 5.0
97 49 4.0
97 64 1.0
97 70 2.0
97 89 1.0
97 92 1.0
97 133 1.0
97 142 1.0
97 211 6.0
97 217 2.0
97 231 1.0
97 331 1.0
97 441 1.0
97 450 10.0
97 460 2.0
97 519 1.0
97 533 1.0
97 551 1.0
97 632 1.0
97 747 16.0
97 851 1.0
97 942 2.0
97 1125 1.0
97 1126 2.0
97 1156 6.0
97 1157 2.0
97 1259 1.0
97 1354 1.0
97 1371 7.0
97 1605 1.0
98 2 1.0
99 4 3.0
99 6 3.0
99 20 21.0
99 82 1.0
99 92 1.0
99 289 7.0
99 315 5.0
99 328 1.0
99 334 23.0
99 336 9.0
99 347 2.0
99 365 1.0
99 450 4.0
99 547 2.0
99 632 2.0
99 851 1.0
99 1106 2.0
99 1112 3.0
99 1588 1.0
100 82 1.0
100 94 2.0
101 20 4.0
101 36 2.0
101 50 2.0
101 204 3.0
101 518 1.0
101 868 2.0
101 885 2.0
102 4 6.0
102 94 6.0
102 107 1.0
102 142 1.0
102 201 3.0
102 265 11.0
102 274 2.0
102 334 22.0
102 335 10.0
102 336 2.0
102 337 1.0
102 350 1.0
102 385 10.0
102 391 4.0
102 447 1.0
102 457 6.0
102 459 4.0
102 463 3.0
102 466 2.0
102 547 1.0
102 639 2.0
102 795 1.0
102 888 2.0
102 971 5.0
102 1025 1.0
102 1054 1.0
102 1078 1.0
102 1110 14.0
102 1117 1.0
102 1289 1.0
102 1312 1.0
102 1518 5.0
102 1520 1.0
103 18 1.0
103 38 2.0
103 57 3.0
103 65 5.0
103 67 2.0
103 99 2.0
103 150 1.0
103 193 1.0
103 201 1.0
103 207 2.0
103 214 3.0
103 215 4.0
103 224 1.0
103 273 3.0
103 299 2.0
103 318 3.0
103 321 9.0
103 331 3.0
103 336 3.0
103 446 3.0
103 458 1.0
103 462 7.0
103 466 1.0
103 535 5.0
103 598 1.0
103 625 1.0
103 638 1.0
103 645 1.0
103 696 1.0
103 747 5.0
103 755 2.0
103 762 2.0
103 790 1.0
103 801 1.0
103 893 1.0
103 949 1.0
103 953 1.0
103 1000 1.0
103 1120 1.0
103 1167 1.0
103 1257 1.0
103 1276 4.0
103 1367 1.0
103 1399 2.0
104 60 1.0
104 82 9.0
104 83 1.0
104 84 2.0
104 99 4.0
104 101 3.0
104 132 1.0
104 163 1.0
104 196 8.0
104 211 5.0
104 224 5.0
104 235 1.0
104 243 1.0
104 277 1.0
104 336 10.0
104 604 1.0
104 639 1.0
104 698 2.0
104 712 5.0
104 717 1.0
104 759 3.0
104 864 1.0
104 867 10.0
104 883 1.0
104 917 3.0
104 958 1.0
104 1001 1.0
104 1009 1.0
104 1042 1.0
104 1116 1.0
104 1208 2.0
104 1286 2.0
104 1348 1.0
104 1473 1.0
104 1528 1.0
104 1640 1.0
104 1641 1.0
105 43 3.0
105 91 1.0
105 215 2.0
105 335 1.0
105 337 1.0
105 466 3.0
105 718 3.0
105 785 1.0
105 957 1.0
106 41 4.0
106 44 2.0
106 47 2.0
106 49 4.0
106 60 2.0
106 70 2.0
106 71 2.0
106 76 2.0
106 99 10.0
106 195 1.0
106 215 6.0
106 236 11.0
106 243 1.0
106 244 2.0
106 276 1.0
106 294 1.0
106 337 1.0
106 444 3.0
106 456 2.0
106 620 2.0
106 692 1.0
106 698 3.0
106 917 3.0
106 953 2.0
106 1034 4.0
106 1042 1.0
106 1169 2.0
107 4 9.0
107 35 12.0
107 66 7.0
107 71 1.0
107 199 3.0
107 214 14.0
107 220 2.0
107 224 14.0
107 243 8.0
107 461 19.0
107 572 3.0
107 718 1.0
107 796 2.0
107 917 7.0
107 1003 3.0
107 1176 4.0
108 306 1.0
108 598 1.0
109 97 3.0
109 343 2.0
109 960 5.0
110 20 33.0
110 38 3.0
110 86 8.0
110 104 10.0
110 107 1.0
110 148 1.0
110 201 4.0
110 333 1.0
110 632 4.0
110 759 4.0
111 6 3.0
111 202 1.0
111 324 6.0
111 331 2.0
111 459 2.0
111 919 2.0
111 1104 1.0
111 1367 2.0
112 38 1.0
112 114 1.0
112 217 2.0
112 333 1.0
112 384 1.0
112 534 4.0
112 890 1.0
112 920 1.0
112 1286 4.0
112 1399 1.0
112 1400 1.0
113 44 8.0
113 80 1.0
113 123 1.0
113 211 1.0
113 215 1.0
113 225 3.0
113 262 2.0
113 339 2.0
113 395 1.0
113 453 1.0
113 462 3.0
113 464 5.0
113 538 1.0
113 630 1.0
113 640 4.0
113 657 1.0
113 712 2.0
113 794 2.0
113 799 4.0
113 886 7.0
113 1088 5.0
113 1090 4.0
113 1247 4.0
113 1295 1.0
113 1609 1.0
114 212 1.0
114 217 1.0
114 307 1.0
114 336 1.0
114 446 1.0
114 450 1.0
114 747 2.0
114 795 1.0
114 1381 2.0
114 1399 1.0
114 1400 1.0
115 2 1.0
115 6 1.0
115 17 4.0
115 80 2.0
115 106 1.0
115 170 1.0
115 224 3.0
115 294 1.0
115 314 1.0
115 343 5.0
115 443 1.0
115 533 2.0
115 698 1.0
115 716 3.0
115 839 1.0
115 887 3.0
115 890 1.0
115 920 2.0
115 925 1.0
115 989 2.0
115 1102 1.0
115 1109 1.0
115 1665 1.0
115 1673 1.0
115 1674 1.0
116 104 5.0
116 106 1.0
116 330 2.0
116 337 1.0
116 456 2.0
116 460 2.0
116 799 5.0
116 887 3.0
117 206 2.0
117 314 1.0
117 1244 2.0
118 6 1.0
118 37 3.0
118 57 3.0
118 86 1.0
118 331 4.0
118 747 2.0
118 762 1.0
118 828 1.0
118 958 3.0
118 972 2.0
119 86 1.0
119 92 5.0
119 109 5.0
119 154 2.0
119 211 3.0
119 345 7.0
119 630 4.0
119 635 2.0
119 762 1.0
119 960 3.0
119 1030 1.0
119 1234 5.0
119 1371 1.0
120 20 18.0
120 48 1.0
120 154 2.0
120 237 2.0
120 289 20.0
120 294 17.0
120 335 15.0
120 337 15.0
120 342 2.0
120 385 1.0
120 392 1.0
120 489 2.0
120 556 1.0
120 650 2.0
120 889 1.0
120 1025 1.0
120 1112 1.0
120 1207 3.0
120 1244 5.0
120 1317 3.0
120 1460 1.0
121 2 1.0
121 222 23.0
121 450 4.0
121 573 12.0
121 884 3.0
122 36 1.0
122 38 5.0
122 58 2.0
122 62 8.0
122 68 3.0
122 70 3.0
122 76 3.0
122 83 3.0
122 86 1.0
122 87 27.0
122 97 11.0
122 103 1.0
122 121 8.0
122 204 1.0
122 281 5.0
122 292 4.0
122 441 1.0
122 444 1.0
122 604 6.0
122 636 5.0
122 656 2.0
122 716 6.0
122 718 3.0
122 747 6.0
122 759 1.0
122 760 4.0
122 781 3.0
122 800 1.0
122 822 1.0
122 902 1.0
122 953 4.0
122 958 4.0
122 1246 1.0
122 1253 3.0
122 1268 1.0
122 1322 1.0
122 1695 1.0
123 108 3.0
123 122 3.0
123 207 2.0
123 340 2.0
123 1088 5.0
123 1460 1.0
124 6 1.0
124 52 3.0
124 54 9.0
124 58 3.0
124 71 5.0
124 74 1.0
124 81 3.0
124 91 2.0
124 94 2.0
124 97 2.0
124 106 1.0
124 195 3.0
124 236 1.0
124 279 4.0
124 307 1.0
124 325 1.0
124 344 1.0
124 444 6.0
124 460 1.0
124 462 3.0
124 467 3.0
124 625 1.0
124 759 2.0
124 801 6.0
124 804 2.0
124 864 6.0
124 902 1.0
124 956 1.0
124 957 3.0
124 960 3.0
124 961 4.0
124 1014 2.0
124 1067 4.0
124 1231 2.0
124 1252 2.0
124 1253 4.0
124 1278 2.0
124 1279 2.0
124 1386 1.0
124 1580 2.0
124 1703 1.0
125 10 2.0
125 446 1.0
125 463 2.0
125 643 2.0
126 325 1.0
126 342 1.0
126 532 2.0
126 547 1.0
126 573 3.0
127 87 4.0
127 336 3.0
127 457 1.0
127 466 5.0
127 942 1.0
127 1092 2.0
128 43 2.0
128 89 4.0
128 94 1.0
128 1008 1.0
129 6 2.0
129 23 2.0
129 38 8.0
129 54 12.0
129 57 4.0
129 67 1.0
129 76 7.0
129 83 3.0
129 110 2.0
129 118 3.0
129 121 1.0
129 269 5.0
129 378 2.0
129 441 1.0
129 444 4.0
129 580 1.0
129 716 3.0
129 733 1.0
129 759 1.0
129 771 1.0
129 801 4.0
129 961 11.0
129 1009 4.0
129 1065 3.0
129 1115 11.0
129 1252 7.0
129 1279 6.0
129 1305 2.0
129 1365 1.0
130 86 3.0
130 124 1.0
130 346 11.0
130 460 4.0
130 1030 3.0
130 1207 2.0
130 1364 2.0
130 1722 1.0
131 174 1.0
131 324 2.0
131 334 6.0
131 446 2.0
131 977 2.0
131 1088 1.0
131 1276 2.0
132 4 10.0
132 70 3.0
132 97 9.0
132 102 3.0
132 115 4.0
132 226 12.0
132 253 2.0
132 262 2.0
132 265 3.0
132 269 3.0
132 309 2.0
132 315 2.0
132 326 4.0
132 336 5.0
132 343 3.0
132 347 2.0
132 350 3.0
132 362 2.0
132 363 2.0
132 414 2.0
132 448 1.0
132 472 1.0
132 515 1.0
132 651 1.0
132 925 1.0
132 957 3.0
132 972 1.0
132 1178 1.0
132 1207 8.0
132 1749 1.0
133 65 2.0
133 99 1.0
133 759 2.0
133 902 2.0
133 943 2.0
133 971 1.0
133 1463 2.0
133 1473 5.0
133 1663 1.0
134 2 3.0
134 17 7.0
134 70 1.0
134 111 1.0
134 206 1.0
134 338 2.0
134 573 1.0
134 632 1.0
134 1135 1.0
135 2 1.0
135 6 1.0
135 8 1.0
135 11 5.0
135 20 6.0
135 86 19.0
135 118 3.0
135 122 16.0
135 124 5.0
135 129 5.0
135 130 3.0
135 171 1.0
135 174 1.0
135 279 1.0
135 294 4.0
135 302 1.0
135 315 1.0
135 331 1.0
135 333 1.0
135 336 3.0
135 346 4.0
135 446 16.0
135 450 1.0
135 460 11.0
135 467 1.0
135 479 2.0
135 518 5.0
135 520 3.0
135 539 1.0
135 554 1.0
135 598 1.0
135 638 3.0
135 645 8.0
135 735 13.0
135 747 1.0
135 796 1.0
135 823 2.0
135 828 1.0
135 849 2.0
135 894 6.0
135 902 7.0
135 920 1.0
135 966 10.0
135 977 4.0
135 984 4.0
135 992 1.0
135 1027 10.0
135 1088 1.0
135 1112 2.0
135 1323 1.0
135 1409 3.0
135 1470 1.0
135 1520 1.0
135 1582 1.0
135 1669 1.0
135 1705 1.0
135 1758 1.0
136 24 8.0
136 76 2.0
136 97 2.0
136 207 1.0
136 795 1.0
136 1035 1.0
136 1036 1.0
136 1197 6.0
137 1 1.0
137 4 3.0
137 5 4.0
137 9 1.0
137 49 4.0
137 50 2.0
137 57 1.0
137 76 1.0
137 81 1.0
137 100 1.0
137 104 1.0
137 124 2.0
137 160 1.0
137 279 1.0
137 284 2.0
137 309 2.0
137 317 2.0
137 337 1.0
137 343 2.0
137 350 1.0
137 362 2.0
137 406 1.0
137 430 1.0
137 452 2.0
137 460 5.0
137 461 3.0
137 516 1.0
137 542 1.0
137 556 1.0
137 585 1.0
137 623 2.0
137 632 1.0
137 646 3.0
137 651 1.0
137 674 1.0
137 716 3.0
137 730 1.0
137 793 1.0
137 950 3.0
137 972 2.0
137 1037 1.0
137 1038 2.0
137 1049 1.0
137 1211 1.0
137 1276 1.0
137 1404 1.0
137 1509 2.0
137 1761 1.0
138 119 1.0
138 127 1.0
138 316 3.0
139 4 1.0
139 82 2.0
139 88 1.0
139 124 3.0
139 273 1.0
139 343 3.0
139 364 1.0
139 520 1.0
139 631 4.0
139 799 3.0
139 950 1.0
139 978 11.0
139 1112 2.0
139 1448 1.0
139 1769 1.0
139 1770 1.0
140 82 1.0
140 141 1.0
140 193 2.0
140 593 1.0
140 810 4.0
141 4 3.0
141 6 13.0
141 61 3.0
141 69 3.0
141 123 1.0
141 207 1.0
141 483 1.0
141 518 1.0
141 640 2.0
141 714 1.0
141 845 1.0
141 1109 2.0
141 1680 1.0
141 1774 1.0
141 1775 1.0
142 18 2.0
142 38 2.0
142 50 4.0
142 57 2.0
142 58 2.0
142 80 1.0
142 86 2.0
142 90 1.0
142 91 1.0
142 94 2.0
142 103 2.0
142 106 2.0
142 122 10.0
142 124 3.0
142 265 1.0
142 306 1.0
142 321 2.0
142 327 1.0
142 331 1.0
142 333 1.0
142 336 1.0
142 343 4.0
142 356 1.0
142 395 1.0
142 460 1.0
142 463 1.0
142 534 1.0
142 551 1.0
142 597 1.0
142 612 1.0
142 627 1.0
142 662 1.0
142 666 2.0
142 747 5.0
142 763 1.0
142 780 3.0
142 832 1.0
142 887 1.0
142 944 1.0
142 950 3.0
142 988 1.0
142 1077 1.0
142 1085 1.0
142 1110 1.0
142 1232 1.0
142 1289 1.0
142 1355 2.0
142 1401 1.0
142 1703 2.0
142 1735 1.0
143 18 2.0
143 141 1.0
143 518 2.0
143 552 1.0
143 809 5.0
143 1036 2.0
143 1065 1.0
143 1680 1.0
144 74 5.0
144 76 7.0
144 82 8.0
144 83 21.0
144 92 2.0
144 113 10.0
144 122 1.0
144 124 3.0
144 133 4.0
144 137 1.0
144 143 1.0
144 231 3.0
144 247 1.0
144 273 1.0
144 315 1.0
144 324 18.0
144 328 2.0
144 331 5.0
144 335 18.0
144 336 1.0
144 340 2.0
144 343 3.0
144 351 26.0
144 356 1.0
144 358 2.0
144 370 4.0
144 372 1.0
144 377 1.0
144 402 2.0
144 441 3.0
144 445 1.0
144 446 2.0
144 450 2.0
144 452 1.0
144 460 6.0
144 469 1.0
144 479 2.0
144 485 1.0
144 502 2.0
144 515 1.0
144 542 3.0
144 547 2.0
144 556 1.0
144 586 1.0
144 627 2.0
144 630 1.0
144 631 3.0
144 635 3.0
144 636 10.0
144 645 1.0
144 650 1.0
144 651 3.0
144 696 1.0
144 735 2.0
144 747 1.0
144 755 4.0
144 761 8.0
144 772 1.0
144 799 11.0
144 820 2.0
144 889 1.0
144 915 1.0
144 950 3.0
144 979 6.0
144 988 2.0
144 1037 3.0
144 1112 7.0
144 1156 7.0
144 1164 7.0
144 1187 1.0
144 1245 1.0
144 1279 3.0
144 1476 1.0
144 1778 1.0
144 1779 1.0
145 4 1.0
145 6 2.0
145 17 3.0
145 35 7.0
145 42 4.0
145 50 1.0
145 69 4.0
145 79 18.0
145 97 5.0
145 141 1.0
145 154 1.0
145 163 1.0
145 164 2.0
145 208 2.0
145 236 4.0
145 243 1.0
145 342 1.0
145 365 1.0
145 630 15.0
145 643 1.0
145 651 9.0
145 698 7.0
145 779 4.0
145 795 1.0
145 806 5.0
145 856 1.0
145 1035 2.0
145 1405 3.0
145 1672 2.0
147 4 2.0
147 35 24.0
147 51 4.0
147 144 1.0
147 245 8.0
147 640 1.0
147 803 1.0
147 904 1.0
149 4 2.0
149 61 1.0
149 64 2.0
149 241 7.0
149 269 2.0
149 366 2.0
149 444 12.0
149 481 8.0
149 640 23.0
149 949 1.0
149 965 1.0
149 1144 2.0
149 1405 2.0
149 1441 1.0
149 1746 1.0
149 1784 1.0
150 20 22.0
150 58 2.0
150 139 3.0
150 265 1.0
150 456 1.0
150 638 1.0
150 658 1.0
150 696 35.0
150 774 2.0
150 784 19.0
150 1043 1.0
150 1069 2.0
151 127 4.0
151 1719 1.0
152 6 1.0
152 243 1.0
152 331 2.0
153 57 2.0
153 225 3.0
153 607 1.0
153 809 3.0
153 820 2.0
153 977 2.0
153 1000 1.0
153 1531 2.0
154 4 5.0
154 8 1.0
154 15 1.0
154 17 7.0
154 36 8.0
154 41 2.0
154 42 3.0
154 43 1.0
154 47 1.0
154 51 5.0
154 70 10.0
154 71 3.0
154 82 5.0
154 83 1.0
154 84 3.0
154 86 2.0
154 91 7.0
154 103 1.0
154 106 3.0
154 115 2.0
154 121 4.0
154 132 3.0
154 149 1.0
154 166 1.0
154 196 2.0
154 204 6.0
154 210 2.0
154 211 3.0
154 217 2.0
154 232 2.0
154 243 2.0
154 315 3.0
154 335 1.0
154 339 26.0
154 340 9.0
154 341 1.0
154 351 2.0
154 379 1.0
154 380 7.0
154 446 1.0
154 447 3.0
154 460 1.0
154 461 1.0
154 466 1.0
154 492 1.0
154 574 9.0
154 575 18.0
154 608 2.0
154 626 2.0
154 644 1.0
154 649 1.0
154 658 2.0
154 698 7.0
154 759 2.0
154 773 4.0
154 785 2.0
154 794 3.0
154 809 1.0
154 813 8.0
154 831 9.0
154 841 1.0
154 864 2.0
154 943 1.0
154 944 8.0
154 948 1.0
154 961 1.0
154 962 1.0
154 967 1.0
154 977 2.0
154 1003 3.0
154 1011 1.0
154 1042 1.0
154 1045 1.0
154 1116 1.0
154 1155 6.0
154 1197 1.0
154 1288 2.0
154 1301 3.0
154 1305 1.0
154 1404 16.0
154 1471 1.0
154 1553 1.0
154 1580 1.0
154 1643 2.0
154 1652 2.0
154 1797 1.0
154 1799 2.0
155 2 4.0
155 4 1.0
155 27 3.0
155 37 24.0
155 54 2.0
155 82 1.0
155 145 10.0
155 231 3.0
155 246 2.0
155 265 3.0
155 273 1.0
155 309 2.0
155 315 2.0
155 331 1.0
155 334 2.0
155 336 2.0
155 342 2.0
155 368 4.0
155 386 1.0
155 414 1.0
155 428 1.0
155 527 1.0
155 544 1.0
155 630 3.0
155 632 3.0
155 650 8.0
155 657 2.0
155 735 1.0
155 772 1.0
155 963 1.0
155 1027 7.0
155 1169 1.0
155 1537 1.0
155 1801 2.0
156 6 1.0
157 455 6.0
157 598 1.0
157 609 1.0
158 2 2.0
158 23 4.0
158 44 1.0
158 115 2.0
158 227 2.0
158 336 1.0
158 380 1.0
158 472 1.0
158 473 1.0
158 698 1.0
158 770 3.0
158 925 3.0
158 1425 3.0
158 1804 1.0
159 136 3.0
159 376 1.0
159 1042 1.0
160 6 3.0
160 40 1.0
160 124 4.0
160 467 1.0
160 475 1.0
160 774 2.0
160 941 1.0
160 950 5.0
160 983 1.0
160 1604 1.0
160 1643 1.0
160 1777 1.0
161 2 2.0
161 17 10.0
161 35 27.0
161 64 6.0
161 67 1.0
161 76 2.0
161 81 14.0
161 93 2.0
161 135 9.0
161 201 1.0
161 253 18.0
161 386 17.0
161 444 1.0
161 495 8.0
161 598 1.0
161 718 2.0
161 785 2.0
161 904 1.0
161 953 13.0
161 1176 2.0
161 1375 2.0
161 1809 1.0
162 27 12.0
162 64 1.0
162 154 2.0
162 269 1.0
162 594 2.0
162 598 1.0
162 657 2.0
162 786 15.0
163 66 1.0
163 141 2.0
163 154 5.0
163 217 2.0
163 312 4.0
163 365 1.0
163 376 8.0
163 632 6.0
164 76 1.0
164 92 1.0
165 1429 1.0
166 4 1.0
166 42 2.0
166 49 9.0
166 80 1.0
166 97 1.0
166 104 1.0
166 107 2.0
166 227 4.0
166 343 4.0
166 354 3.0
166 372 1.0
166 382 1.0
166 467 3.0
166 598 3.0
166 693 5.0
166 694 1.0
166 886 1.0
166 917 2.0
166 948 2.0
166 977 3.0
166 1315 3.0
166 1509 1.0
166 1669 2.0
167 76 4.0
167 120 10.0
167 839 2.0
167 1542 1.0
168 6 2.0
168 279 2.0
168 446 1.0
168 480 1.0
168 780 4.0
169 1003 1.0
170 785 1.0
171 4 3.0
171 41 2.0
171 70 3.0
171 154 2.0
171 457 1.0
171 577 1.0
171 698 4.0
171 875 2.0
171 1824 1.0
172 1003 2.0
173 2 3.0
173 446 7.0
173 1114 5.0
173 1157 2.0
174 2 1.0
174 23 10.0
174 37 1.0
174 54 40.0
174 130 3.0
174 155 6.0
174 199 1.0
174 202 1.0
174 269 2.0
174 384 1.0
174 493 1.0
174 497 3.0
174 586 2.0
174 600 3.0
174 620 3.0
174 671 3.0
174 716 1.0
174 873 1.0
174 904 1.0
174 953 3.0
174 1208 3.0
174 1856 2.0
175 2 4.0
175 4 6.0
175 1203 2.0
176 353 8.0
176 582 4.0
176 957 1.0
176 1659 3.0
176 1717 1.0
177 2 1.0
177 49 3.0
177 54 4.0
177 64 2.0
177 137 1.0
177 145 3.0
177 163 1.0
177 380 1.0
177 384 2.0
177 575 2.0
177 630 1.0
177 773 4.0
177 777 6.0
177 856 4.0
177 888 2.0
177 1014 1.0
177 1053 1.0
177 1107 3.0
177 1169 1.0
177 1279 1.0
177 1362 2.0
177 1764 1.0
180 1213 1.0
183 2 6.0
183 5 4.0
183 7 4.0
183 11 1.0
183 23 1.0
183 27 2.0
183 37 3.0
183 44 1.0
183 50 1.0
183 64 2.0
183 86 8.0
183 104 4.0
183 128 1.0
183 133 1.0
183 136 2.0
183 149 12.0
183 162 1.0
183 171 4.0
183 174 2.0
183 177 14.0
183 208 3.0
183 267 2.0
183 289 1.0
183 294 13.0
183 301 11.0
183 318 2.0
183 329 19.0
183 331 2.0
183 334 15.0
183 336 1.0
183 342 3.0
183 348 2.0
183 358 1.0
183 366 2.0
183 370 3.0
183 380 3.0
183 381 1.0
183 382 6.0
183 386 2.0
183 387 31.0
183 389 4.0
183 394 2.0
183 406 1.0
183 411 3.0
183 417 4.0
183 419 13.0
183 420 1.0
183 423 2.0
183 429 3.0
183 448 3.0
183 460 7.0
183 464 1.0
183 465 1.0
183 466 2.0
183 471 1.0
183 473 1.0
183 477 1.0
183 479 4.0
183 492 1.0
183 501 11.0
183 508 1.0
183 532 23.0
183 533 1.0
183 544 3.0
183 547 7.0
183 551 4.0
183 557 1.0
183 573 1.0
183 574 1.0
183 611 2.0
183 629 1.0
183 632 1.0
183 644 1.0
183 660 1.0
183 668 1.0
183 672 1.0
183 674 1.0
183 735 1.0
183 747 2.0
183 756 1.0
183 772 2.0
183 774 3.0
183 783 1.0
183 788 6.0
183 894 1.0
183 900 3.0
183 925 1.0
183 977 1.0
183 978 9.0
